Boulder Palms Luxury Suites,"22,000",Las_Vegas_Nevada,4,1,Pool ,#191 of 289 hotels in Las Vegas
Monterey Grand Manor,"22,000",Las_Vegas_Nevada,3.5,2,Not available,#192 of 289 hotels in Las Vegas
Streamline Luxury Suites,"22,000",Las_Vegas_Nevada,5,1,Pool ,#193 of 289 hotels in Las Vegas
Lucky Motel,"22,000",Las_Vegas_Nevada,3,1,Not available,#194 of 289 hotels in Las Vegas
Vista Motel,"22,000",Las_Vegas_Nevada,3,1,Not available,#195 of 289 hotels in Las Vegas
Thriftlodge Las Vegas Strip North,"22,000",Las_Vegas_Nevada,3,1,Not available,#196 of 289 hotels in Las Vegas
Atrium Suites Hotel Las Vegas,"22,000",Las_Vegas_Nevada,3,43,Free Wifi ,#199 of 289 hotels in Las Vegas
Capri Motel,"22,000",Las_Vegas_Nevada,3.5,4,Not available,#200 of 289 hotels in Las Vegas
Friendship Inn King Albert,"22,000",Las_Vegas_Nevada,2,1,Not available,#201 of 289 hotels in Las Vegas
Oakwood At Oasis Gateway,"22,000",Las_Vegas_Nevada,2,1,Pool ,#202 of 289 hotels in Las Vegas
Oakwood at Summerlin,"22,000",Las_Vegas_Nevada,2,3,Free Wifi ,#207 of 289 hotels in Las Vegas
Crest Budget Inn Motel,"22,000",Las_Vegas_Nevada,1,1,Not available,#210 of 289 hotels in Las Vegas
La Palm Motel,"22,000",Las_Vegas_Nevada,2,2,Not available,#211 of 289 hotels in Las Vegas
Alpine Motel,"22,000",Las_Vegas_Nevada,2.5,3,Free Wifi ,#213 of 289 hotels in Las Vegas
A Fisher's Inn Motel,20000,Las_Vegas_Nevada,2.5,6,Free Wifi ,#212 of 289 hotels in Las Vegas
The Rita Suites,20000,Las_Vegas_Nevada,3,476,Free Wifi ,#214 of 289 hotels in Las Vegas
Fremont Plaza Hotel,"22,000",Las_Vegas_Nevada,2,50,Free Wifi ,#216 of 289 hotels in Las Vegas
Emerald Suites Cameron,"22,000",Las_Vegas_Nevada,2.5,15,Pool ,#221 of 289 hotels in Las Vegas
Rummel Motel,"22,000",Las_Vegas_Nevada,1,2,Not available,#224 of 289 hotels in Las Vegas
The Suites- Boulder Strip,"22,000",Las_Vegas_Nevada,1.5,5,Not available,#226 of 289 hotels in Las Vegas
Holiday Motel,"22,000",Las_Vegas_Nevada,2.5,14,Not available,#227 of 289 hotels in Las Vegas
Crossland Economy Studios - Las Vegas - Boulder Highway,"22,000",Las_Vegas_Nevada,2.5,64,Free Wifi ,#230 of 289 hotels in Las Vegas
Town and Country Manor,"22,000",Las_Vegas_Nevada,1.5,3,Free Wifi ,#231 of 289 hotels in Las Vegas
Nevada Hotel & Casino,"22,000",Las_Vegas_Nevada,2,5,Room service ,#232 of 289 hotels in Las Vegas
Emerald Suites - Convention Center,"22,000",Las_Vegas_Nevada,2,20,Free parking ,#233 of 289 hotels in Las Vegas
Budget Suites of America Tropicana I-15,"22,000",Las_Vegas_Nevada,2.5,32,Free parking ,#234 of 289 hotels in Las Vegas
Knights Inn Las Vegas,"22,000",Las_Vegas_Nevada,1.5,35,Free parking ,#236 of 289 hotels in Las Vegas
Nellis Suites at Main Gate,"22,000",Las_Vegas_Nevada,2.5,74,Free Wifi ,#239 of 289 hotels in Las Vegas
Circus Circus Manor Motor Lodge,"22,000",Las_Vegas_Nevada,2.5,336,Free Wifi ,#240 of 289 hotels in Las Vegas
Budget Suites of America - Wynn,"22,000",Las_Vegas_Nevada,2,29,Pool ,#242 of 289 hotels in Las Vegas
Budget Suites of America - Las Vegas,"22,000",Las_Vegas_Nevada,2,21,Free parking ,#243 of 289 hotels in Las Vegas
Emerald Suites,"22,000",Las_Vegas_Nevada,2.5,54,Free Wifi ,#246 of 289 hotels in Las Vegas
Fun City Motel,"22,000",Las_Vegas_Nevada,1.5,12,Not available,#248 of 289 hotels in Las Vegas
Budget Suites of America North Rancho Drive,"22,000",Las_Vegas_Nevada,1.5,34,Free parking ,#249 of 289 hotels in Las Vegas
Town and Country Manor III,"22,000",Las_Vegas_Nevada,1.5,27,Pool ,#251 of 289 hotels in Las Vegas
The Suites,"22,000",Las_Vegas_Nevada,1.5,36,Free parking ,#254 of 289 hotels in Las Vegas
Sportsman's Royal Manor,"22,000",Las_Vegas_Nevada,5,2,Free parking ,#256 of 289 hotels in Las Vegas
Olympian Palms Resort Hotel,"22,000",Las_Vegas_Nevada,0,0,Not available,Not available
Fis Las Vegas AP South,"22,000",Las_Vegas_Nevada,0,0,Not available,Not available
Shalimar Hotel of Las Vegas,20000,Las_Vegas_Nevada,3,284,Free Wifi ,#215 of 289 hotels in Las Vegas
Motel 8 Las Vegas,20000,Las_Vegas_Nevada,3,57,Free Wifi ,#222 of 289 hotels in Las Vegas
Super 8 by Wyndham Las Vegas Nellis Afb Area,20000,Las_Vegas_Nevada,2.5,355,Free Wifi ,#228 of 289 hotels in Las Vegas
Sterling Gardens Hotel,20000,Las_Vegas_Nevada,2.5,29,Free Wifi ,#235 of 289 hotels in Las Vegas
Desert Hills Motel,20000,Las_Vegas_Nevada,1.5,16,Free Wifi ,#252 of 289 hotels in Las Vegas
Manor Suites,20000,Las_Vegas_Nevada,2.5,37,Free parking ,#255 of 289 hotels in Las Vegas
Palms Place by Cream,20000,Las_Vegas_Nevada,0,0,Not available,Not available
Town Lodge Motel,"22,000",Las_Vegas_Nevada,0,0,Not available,Not available
Laughing Jackalope Motel,"22,000",Las_Vegas_Nevada,0,0,Not available,Not available
Rush Tower at Golden Nugget,"22,000",Las_Vegas_Nevada,0,0,Not available,Not available
St. Louis Manor,"22,000",Las_Vegas_Nevada,0,0,Not available,Not available
Chapman Guest House,"22,000",Las_Vegas_Nevada,0,0,Pool ,Not available
Oakwood at Tuscany,"22,000",Las_Vegas_Nevada,0,0,Pool ,Not available
Lamplighter Motel,"22,000",Las_Vegas_Nevada,0,0,Not available,Not available
Crockfords at Resort World,"22,000",Las_Vegas_Nevada,0,0,Not available,Not available
Travelers Motel,"22,000",Las_Vegas_Nevada,0,0,Not available,Not available
Royal Oasis Motel,"22,000",Las_Vegas_Nevada,0,0,Not available,Not available
Meadows Inn,"22,000",Las_Vegas_Nevada,0,0,Not available,Not available
Great Western Rainbow Vegas,"22,000",Las_Vegas_Nevada,0,0,Pool ,Not available
Del Mar Resort,"22,000",Las_Vegas_Nevada,0,0,Not available,Not available
Boulder Manor,"22,000",Las_Vegas_Nevada,0,0,Not available,Not available
Firebird Inn,"22,000",Las_Vegas_Nevada,0,0,Not available,Not available
Sunrise Vista Motel,"22,000",Las_Vegas_Nevada,0,0,Not available,Not available
Ambassador East Motel,"22,000",Las_Vegas_Nevada,0,0,Not available,Not available
Oakwood at Village Green,"22,000",Las_Vegas_Nevada,0,0,Not available,Not available
John E Carson Hotel,"22,000",Las_Vegas_Nevada,0,0,Not available,Not available
Essential Hotel,"22,000",Las_Vegas_Nevada,0,0,Not available,Not available
Lucky Cuss Motel,"22,000",Las_Vegas_Nevada,0,0,Not available,Not available
Oakwood at Indian Ridge,"22,000",Las_Vegas_Nevada,0,0,Free Wifi ,Not available
Travelers Inn Motel,"22,000",Las_Vegas_Nevada,0,0,Not available,Not available
Purple Sage Motel,"22,000",Las_Vegas_Nevada,0,0,Not available,Not available
Oakwood at Desert Shores,"22,000",Las_Vegas_Nevada,0,0,Pool ,Not available
Oakwood at Lakes Peccole Ranch,"22,000",Las_Vegas_Nevada,0,0,Not available,Not available
Luxury Suites Int'l At The Signature,20000,Las_Vegas_Nevada,0,0,Not available,Not available
Luxury Suites International at The Signature,20000,Las_Vegas_Nevada,0,0,Not available,Not available
Hotel The Ark,20000,Las_Vegas_Nevada,0,0,Not available,Not available
Palms Place Hotel,20000,Las_Vegas_Nevada,0,0,Not available,Not available
The Garland,"46,421",Los_Angeles_California,4.5,"3,919",Free Wifi ,Not available
The Hollywood Roosevelt,"60,204",Los_Angeles_California,4.5,"3,099",Free Wifi ,#1 Best Value of 941 places to stay in Los Angeles
Hotel Figueroa - Unbound Collection by Hyatt,"46,421",Los_Angeles_California,4.5,848,Free Wifi ,#2 Best Value of 941 places to stay in Los Angeles
Hilton Los Angeles / Universal City,"69,691",Los_Angeles_California,4,"5,194",Pool ,#3 Best Value of 941 places to stay in Los Angeles
The Garland,"46,421",Los_Angeles_California,4.5,"3,919",Free Wifi ,#4 Best Value of 941 places to stay in Los Angeles
Hotel Erwin,"53,747",Los_Angeles_California,4.5,"1,988",Free Wifi ,#5 Best Value of 941 places to stay in Los Angeles
The Dixie Hollywood,"31,982",Los_Angeles_California,3.5,897,Free Wifi ,Not available
Sheraton Universal Hotel,"51,173",Los_Angeles_California,4,297,Free Wifi ,#6 Best Value of 941 places to stay in Los Angeles
Dream Hollywood,"69,692",Los_Angeles_California,4.5,617,Free Wifi ,#7 Best Value of 941 places to stay in Los Angeles
Sofitel Los Angeles at Beverly Hills,"68,156",Los_Angeles_California,4,"3,436",Free Wifi ,#8 Best Value of 941 places to stay in Los Angeles
Hollywood Hotel,"24,014",Los_Angeles_California,4,"3,873",Free Wifi ,#9 Best Value of 941 places to stay in Los Angeles
Hilton Los Angeles Airport,"32,776",Los_Angeles_California,3.5,"6,309",Pool ,#10 Best Value of 941 places to stay in Los Angeles
La Quinta Inn & Suites by Wyndham LAX,"22,040",Los_Angeles_California,3.5,"2,219",Free Wifi ,#11 Best Value of 941 places to stay in Los Angeles
The Godfrey Hotel Hollywood,"40,865",Los_Angeles_California,4.5,15,Free Wifi ,#12 Best Value of 941 places to stay in Los Angeles
Blvd Hotel & Spa,"25,655",Los_Angeles_California,4,738,Free Wifi ,#13 Best Value of 941 places to stay in Los Angeles
BLVD Hotel & Suites,"24,685",Los_Angeles_California,3.5,897,Free Wifi ,#14 Best Value of 941 places to stay in Los Angeles
Sheraton Gateway Los Angeles Hotel,"27,428",Los_Angeles_California,4,"1,665",Pool ,#15 Best Value of 941 places to stay in Los Angeles
Millennium Biltmore Los Angeles,"31,379",Los_Angeles_California,4,926,Pool ,#16 Best Value of 941 places to stay in Los Angeles
DoubleTree by Hilton Hotel San Pedro - Port of Los Angeles,"31,741",Los_Angeles_California,4,"1,654",Free Wifi ,#17 Best Value of 941 places to stay in Los Angeles
InterContinental Los Angeles Downtown,"55,387",Los_Angeles_California,4,929,Free Wifi ,#18 Best Value of 941 places to stay in Los Angeles
Beverly Laurel Motor Hotel,"32,569",Los_Angeles_California,4,574,Free Wifi ,#19 Best Value of 941 places to stay in Los Angeles
DoubleTree by Hilton Hotel Los Angeles Downtown,"50,716",Los_Angeles_California,4,"2,613",Restaurant ,#20 Best Value of 941 places to stay in Los Angeles
Kawada Hotel,"21,132",Los_Angeles_California,3,531,Free Wifi ,#21 Best Value of 941 places to stay in Los Angeles
Miyako Hotel Los Angeles,"37,778",Los_Angeles_California,4,854,Free Wifi ,#22 Best Value of 941 places to stay in Los Angeles
Hollywood Inn Suites Hotel,"17,078",Los_Angeles_California,4.5,159,Free Wifi ,#23 Best Value of 941 places to stay in Los Angeles
Mikado Hotel,"27,428",Los_Angeles_California,3.5,289,Free Wifi ,#24 Best Value of 941 places to stay in Los Angeles
Hollywood City Inn,"22,253",Los_Angeles_California,3.5,778,Free Wifi ,#25 Best Value of 941 places to stay in Los Angeles
Rotex Plaza Hotel,"16,388",Los_Angeles_California,3,74,Free Wifi ,#26 Best Value of 941 places to stay in Los Angeles
Four Points by Sheraton Los Angeles International Airport,"22,253",Los_Angeles_California,3.5,"3,783",Free Wifi ,#27 Best Value of 941 places to stay in Los Angeles
JJ Grand Hotel,"24,287",Los_Angeles_California,3,60,Free Wifi ,#28 Best Value of 941 places to stay in Los Angeles
Garden Suites Hotel & Resort,"28,981",Los_Angeles_California,3,96,Free Wifi ,#29 Best Value of 941 places to stay in Los Angeles
City Center Hotel,"13,621",Los_Angeles_California,2,114,Free Wifi ,#30 Best Value of 941 places to stay in Los Angeles
The Garland,"46,421",Los_Angeles_California,4.5,"3,918",Free Wifi ,Not available
Hotel Normandie,"37,088",Los_Angeles_California,4.5,964,Restaurant ,#31 Best Value of 941 places to stay in Los Angeles
Hilton Garden Inn Los Angeles/Hollywood,"37,951",Los_Angeles_California,4,"1,708",Free Wifi ,#32 Best Value of 941 places to stay in Los Angeles
Century Park Hotel,"44,849",Los_Angeles_California,4,558,Free Wifi ,#33 Best Value of 941 places to stay in Los Angeles
Tarzana Inn,"21,563",Los_Angeles_California,4,261,Free Wifi ,#34 Best Value of 941 places to stay in Los Angeles
Omni Los Angeles at California Plaza,"42,091",Los_Angeles_California,4.5,"4,400",Pool ,#35 Best Value of 941 places to stay in Los Angeles
The Dixie Hollywood,"31,982",Los_Angeles_California,3.5,897,Free Wifi ,Not available
Best Western Plus LA Mid-Town Hotel,"24,702",Los_Angeles_California,3.5,898,Free Wifi ,#36 Best Value of 941 places to stay in Los Angeles
The Moment Hotel,"32,139",Los_Angeles_California,4,477,Free Wifi ,#37 Best Value of 941 places to stay in Los Angeles
Mama Shelter Los Angeles,"33,580",Los_Angeles_California,4,796,Free Wifi ,#38 Best Value of 941 places to stay in Los Angeles
Hotel MdR Marina del Rey - a DoubleTree by Hilton,"34,673",Los_Angeles_California,4,"1,321",Free Wifi ,#39 Best Value of 941 places to stay in Los Angeles
The Kinney Venice Beach,"27,247",Los_Angeles_California,4.5,"1,571",Free Wifi ,#40 Best Value of 941 places to stay in Los Angeles
Kimpton Hotel Palomar Los Angeles Beverly Hills,"53,304",Los_Angeles_California,4,"1,946",Pool ,#41 Best Value of 941 places to stay in Los Angeles
The Dixie Hollywood,"31,982",Los_Angeles_California,3.5,897,Free Wifi ,#42 Best Value of 941 places to stay in Los Angeles
"Holiday Inn Express & Suites Hollywood Walk Of Fame, an IHG hotel","36,965",Los_Angeles_California,4,"2,395",Free Wifi ,#43 Best Value of 941 places to stay in Los Angeles
L.A. Sky Boutique Hotel,"36,053",Los_Angeles_California,3,205,Free Wifi ,#44 Best Value of 941 places to stay in Los Angeles
Venice Suites,"40,370",Los_Angeles_California,4,451,Free Wifi ,#45 Best Value of 941 places to stay in Los Angeles
Sonesta Los Angeles Airport LAX,"26,566",Los_Angeles_California,4,"2,823",Free Wifi ,#46 Best Value of 941 places to stay in Los Angeles
E-Central Downtown Los Angeles Hotel,"42,953",Los_Angeles_California,4,"1,622",Free Wifi ,#47 Best Value of 941 places to stay in Los Angeles
Ace Hotel Downtown Los Angeles,"61,929",Los_Angeles_California,4,679,Free Wifi ,#48 Best Value of 941 places to stay in Los Angeles
Su Casa at Venice Beach,"49,853",Los_Angeles_California,4,223,Free Wifi ,#49 Best Value of 941 places to stay in Los Angeles
Le Bon Hotel,"24,150",Los_Angeles_California,3,163,Free Wifi ,#50 Best Value of 941 places to stay in Los Angeles
Samesun Venice Beach,"21,908",Los_Angeles_California,4,839,Free Wifi ,#51 Best Value of 941 places to stay in Los Angeles
Holiday Lodge,"14,663",Los_Angeles_California,3,19,Free Wifi ,#52 Best Value of 941 places to stay in Los Angeles
Travelodge by Wyndham Hollywood-Vermont/Sunset,"24,150",Los_Angeles_California,3.5,"1,373",Free Wifi ,#53 Best Value of 941 places to stay in Los Angeles
Nite Inn at Universal City,"29,153",Los_Angeles_California,3,220,Free Wifi ,#54 Best Value of 941 places to stay in Los Angeles
Monterey Inn,"17,250",Los_Angeles_California,2.5,47,Fitness center ,#55 Best Value of 941 places to stay in Los Angeles
Rotex Western Inn,"18,975",Los_Angeles_California,2,13,Free Wifi ,#56 Best Value of 941 places to stay in Los Angeles
Super 8 by Wyndham North Hollywood,"24,057",Los_Angeles_California,0,0,Not available,#57 Best Value of 941 places to stay in Los Angeles
Beverly Inn,"20,183",Los_Angeles_California,2.5,131,Free Wifi ,#58 Best Value of 941 places to stay in Los Angeles
Antonio Hotel,"12,938",Los_Angeles_California,2.5,70,Room service ,#59 Best Value of 941 places to stay in Los Angeles
Crenshaw Inn Motel,"14,749",Los_Angeles_California,2.5,48,Free parking ,#60 Best Value of 941 places to stay in Los Angeles
The Garland,"46,421",Los_Angeles_California,4.5,"3,919",Free Wifi ,Not available
The Prospect Hollywood,"48,128",Los_Angeles_California,5,49,Free Wifi ,#61 Best Value of 941 places to stay in Los Angeles
Sheraton Grand Los Angeles,"47,775",Los_Angeles_California,4.5,"1,418",Restaurant ,#62 Best Value of 941 places to stay in Los Angeles
Rodeway Inn & Suites Pacific Coast Highway,"15,756",Los_Angeles_California,4.5,702,Free Wifi ,#63 Best Value of 941 places to stay in Los Angeles
Best Western Plus San Pedro Hotel & Suites,"26,246",Los_Angeles_California,4,914,Free Wifi ,#64 Best Value of 941 places to stay in Los Angeles
The Metric - Los Angeles,"41,228",Los_Angeles_California,4.5,795,Free Wifi ,#65 Best Value of 941 places to stay in Los Angeles
The Dixie Hollywood,"31,982",Los_Angeles_California,3.5,897,Free Wifi ,Not available
Banana Bungalow Hollywood Hotel & Hostel,"13,455",Los_Angeles_California,3.5,497,Free Wifi ,#66 Best Value of 941 places to stay in Los Angeles
Metro Plaza Hotel,"22,080",Los_Angeles_California,3.5,462,Free Wifi ,#67 Best Value of 941 places to stay in Los Angeles
Venice On The Beach Hotel,"30,706",Los_Angeles_California,4,627,Free Wifi ,#68 Best Value of 941 places to stay in Los Angeles
Travelodge by Wyndham Harbor City,"15,405",Los_Angeles_California,4.5,7,Free Wifi ,#69 Best Value of 941 places to stay in Los Angeles
Courtyard Los Angeles LAX / Century Boulevard,"26,221",Los_Angeles_California,4.5,34,Free Wifi ,#70 Best Value of 941 places to stay in Los Angeles
The Los Angeles Athletic Club Hotel,"51,579",Los_Angeles_California,4.5,536,Free Wifi ,#71 Best Value of 941 places to stay in Los Angeles
"Holiday Inn Express & Suites Los Angeles Downtown West, an IHG Hotel","28,691",Los_Angeles_California,3.5,244,Free Wifi ,#72 Best Value of 941 places to stay in Los Angeles
Best Western Royal Palace Inn & Suites,"26,414",Los_Angeles_California,4,893,Free Wifi ,#73 Best Value of 941 places to stay in Los Angeles
Little Tokyo Hotel,"16,146",Los_Angeles_California,4,17,Free Wifi ,#74 Best Value of 941 places to stay in Los Angeles
Pacific Inn and Suites,"24,150",Los_Angeles_California,3,113,Free Wifi ,#75 Best Value of 941 places to stay in Los Angeles
Best Western Woodland Hills Inn,"24,925",Los_Angeles_California,4,459,Free Wifi ,#76 Best Value of 941 places to stay in Los Angeles
Hollywood VIP Hotel,"32,603",Los_Angeles_California,3,462,Free Wifi ,#77 Best Value of 941 places to stay in Los Angeles
Beverly Hills Plaza Hotel,"40,323",Los_Angeles_California,4,499,Pool ,#78 Best Value of 941 places to stay in Los Angeles
Courtyard Los Angeles Sherman Oaks,"32,603",Los_Angeles_California,4,370,Free Wifi ,#79 Best Value of 941 places to stay in Los Angeles
"Sunset West Hotel, SureStay Collection By Best Western","26,239",Los_Angeles_California,3.5,790,Free Wifi ,#80 Best Value of 941 places to stay in Los Angeles
Hollywood Historic Hotel,"23,314",Los_Angeles_California,3.5,858,Free Wifi ,#81 Best Value of 941 places to stay in Los Angeles
Super 8 by Wyndham North Hollywood,"24,150",Los_Angeles_California,3,264,Free Wifi ,#82 Best Value of 941 places to stay in Los Angeles
"Holiday Inn Express & Suites Woodland Hills, an IHG hotel","21,848",Los_Angeles_California,4,233,Free Wifi ,#83 Best Value of 941 places to stay in Los Angeles
"Tilt Hotel Universal/Hollywood, Ascend Hotel Collection","26,319",Los_Angeles_California,3.5,338,Free Wifi ,#84 Best Value of 941 places to stay in Los Angeles
Hollywood Stars Inn,"17,078",Los_Angeles_California,3,194,Free Wifi ,#85 Best Value of 941 places to stay in Los Angeles
Hotel Hwood,"25,874",Los_Angeles_California,3.5,543,Free Wifi ,#86 Best Value of 941 places to stay in Los Angeles
Valley Inn,"22,425",Los_Angeles_California,2.5,176,Free Wifi ,#87 Best Value of 941 places to stay in Los Angeles
Hollywood Palms Inn & Suites,"18,975",Los_Angeles_California,2.5,70,Free Wifi ,#88 Best Value of 941 places to stay in Los Angeles
"The Ritz-Carlton, Los Angeles","108,522",Los_Angeles_California,4.5,785,Pool ,#89 Best Value of 941 places to stay in Los Angeles
Hollywood Inn Express South,"137,830",Los_Angeles_California,2.5,362,Free Wifi ,#90 Best Value of 941 places to stay in Los Angeles
The Garland,"46,421",Los_Angeles_California,4.5,"3,919",Free Wifi ,Not available
Hilton Checkers Los Angeles,"59,514",Los_Angeles_California,4,"1,664",Restaurant ,#91 Best Value of 941 places to stay in Los Angeles
Park Plaza Lodge Hotel,"32,991",Los_Angeles_California,3.5,380,Free Wifi ,#92 Best Value of 941 places to stay in Los Angeles
Courtyard by Marriott Los Angeles L.A. LIVE,"55,546",Los_Angeles_California,4.5,329,Free Wifi ,#93 Best Value of 941 places to stay in Los Angeles
Venice V Hotel,"49,853",Los_Angeles_California,5,4,Free Wifi ,#94 Best Value of 941 places to stay in Los Angeles
Regency Inn Los Angeles,"38,813",Los_Angeles_California,4,219,Free Wifi ,#95 Best Value of 941 places to stay in Los Angeles
The Dixie Hollywood,"31,982",Los_Angeles_California,3.5,897,Free Wifi ,Not available
Courtyard Los Angeles Century City/Beverly Hills,"33,983",Los_Angeles_California,4,537,Free Wifi ,#96 Best Value of 941 places to stay in Los Angeles
Comfort Inn & Suites Near Universal - N. Hollywood - Burbank,"25,793",Los_Angeles_California,4,209,Free Wifi ,#97 Best Value of 941 places to stay in Los Angeles
El Royale Hotel Near Universal Studios Hollywood,"34,133",Los_Angeles_California,4.5,468,Free Wifi ,#98 Best Value of 941 places to stay in Los Angeles
Residence Inn by Marriott Los Angeles L.A. LIVE,"68,829",Los_Angeles_California,4.5,566,Free Wifi ,#99 Best Value of 941 places to stay in Los Angeles
Best Western Plus Carriage Inn,"24,780",Los_Angeles_California,4,"1,442",Free Wifi ,#100 Best Value of 941 places to stay in Los Angeles
The Brentwood Inn,"38,813",Los_Angeles_California,4.5,399,Free Wifi ,#101 Best Value of 941 places to stay in Los Angeles
Best Western Burbank Airport Inn,"21,734",Los_Angeles_California,4,598,Free Wifi ,#102 Best Value of 941 places to stay in Los Angeles
Hollywood Downtowner Inn,"23,385",Los_Angeles_California,3.5,586,Free Wifi ,#103 Best Value of 941 places to stay in Los Angeles
Elan Hotel,"49,853",Los_Angeles_California,4.5,"1,758",Free Wifi ,#104 Best Value of 941 places to stay in Los Angeles
Hollywood La Brea Motel,"18,113",Los_Angeles_California,3,318,Free Wifi ,#105 Best Value of 941 places to stay in Los Angeles
The Steady,"14,663",Los_Angeles_California,5,2,Free Wifi ,#106 Best Value of 941 places to stay in Los Angeles
Stillwell Hotel,"18,113",Los_Angeles_California,3,109,Free Wifi ,#107 Best Value of 941 places to stay in Los Angeles
Wilshire Motel,"18,043",Los_Angeles_California,4,132,Free Wifi ,#108 Best Value of 941 places to stay in Los Angeles
Comfort Inn Los Angeles near Hollywood,"39,503",Los_Angeles_California,3.5,417,Free Wifi ,#109 Best Value of 941 places to stay in Los Angeles
Quality Inn Near Hollywood Walk Of Fame,"25,586",Los_Angeles_California,3.5,642,Free Wifi ,#110 Best Value of 941 places to stay in Los Angeles
Air Venice On the Beach,"22,478",Los_Angeles_California,3,247,Free Wifi ,#111 Best Value of 941 places to stay in Los Angeles
Good Knight Inn Motel,"15,525",Los_Angeles_California,2.5,6,Free Wifi ,#112 Best Value of 941 places to stay in Los Angeles
Super 8 by Wyndham Hollywood/La Area,"20,382",Los_Angeles_California,2.5,614,Free Wifi ,#113 Best Value of 941 places to stay in Los Angeles
El Patio Inn,"27,428",Los_Angeles_California,2.5,67,Free Wifi ,#114 Best Value of 941 places to stay in Los Angeles
Rosa Bell Motel,"18,975",Los_Angeles_California,1,1,Not available,#115 Best Value of 941 places to stay in Los Angeles
Skyways Hotel,"21,563",Los_Angeles_California,0,0,Free Wifi ,#116 Best Value of 941 places to stay in Los Angeles
Economy Inn Motel,"20,528",Los_Angeles_California,2.5,12,Free Wifi ,#117 Best Value of 941 places to stay in Los Angeles
Extended Stay America - Los Angeles - Woodland Hills,"23,286",Los_Angeles_California,2.5,192,Free Wifi ,#118 Best Value of 941 places to stay in Los Angeles
Los Angeles Inn & Suites - LAX,"18,009",Los_Angeles_California,1.5,2,Free Wifi ,#119 Best Value of 941 places to stay in Los Angeles
Anchor Pointe Inn,"13,628",Los_Angeles_California,0,0,Not available,#120 Best Value of 941 places to stay in Los Angeles
The Garland,"46,421",Los_Angeles_California,4.5,"3,919",Free Wifi ,Not available
Residence Inn Beverly Hills,"35,553",Los_Angeles_California,4,"1,022",Free Wifi ,#121 Best Value of 941 places to stay in Los Angeles
Super 8 by Wyndham Los Angeles Downtown,"27,852",Los_Angeles_California,3.5,597,Free Wifi ,#122 Best Value of 941 places to stay in Los Angeles
"818 Hotel + Pool, an Ascend Hotel Collection Member","21,227",Los_Angeles_California,3,112,Free Wifi ,#123 Best Value of 941 places to stay in Los Angeles
Ramada by Wyndham Los Angeles/Downtown West,"30,645",Los_Angeles_California,3,792,Free Wifi ,#124 Best Value of 941 places to stay in Los Angeles
Sonesta ES Suites Chatsworth,"29,017",Los_Angeles_California,4,167,Free Wifi ,#125 Best Value of 941 places to stay in Los Angeles
The Dixie Hollywood,"31,982",Los_Angeles_California,3.5,897,Free Wifi ,Not available
"Holiday Inn Express West Los Angeles-Santa Monica, an IHG hotel","37,386",Los_Angeles_California,4,462,Free Wifi ,#126 Best Value of 941 places to stay in Los Angeles
Extended Stay America - Los Angeles - LAX Airport,"21,734",Los_Angeles_California,3,121,Free Wifi ,#127 Best Value of 941 places to stay in Los Angeles
Hollywood Hills Hotel,"29,153",Los_Angeles_California,4,242,Pool ,#128 Best Value of 941 places to stay in Los Angeles
Ramada by Wyndham Los Angeles/Wilshire Center,"22,727",Los_Angeles_California,3,623,Free Wifi ,#129 Best Value of 941 places to stay in Los Angeles
Park Cienega Motor Hotel,"14,375",Los_Angeles_California,3.5,30,Free Wifi ,#130 Best Value of 941 places to stay in Los Angeles
Oxford Palace Hotel,"24,668",Los_Angeles_California,3.5,62,Free Wifi ,#131 Best Value of 941 places to stay in Los Angeles
Economy Inn Hollywood,"15,008",Los_Angeles_California,3,88,Free Wifi ,#132 Best Value of 941 places to stay in Los Angeles
Eagle Rock Motel,"22,598",Los_Angeles_California,3.5,12,Free Wifi ,#133 Best Value of 941 places to stay in Los Angeles
Sea Rock Inn,"16,384",Los_Angeles_California,3.5,151,Free Wifi ,#134 Best Value of 941 places to stay in Los Angeles
PodShare DTLA,"13,800",Los_Angeles_California,3.5,10,Not available,#135 Best Value of 941 places to stay in Los Angeles
Travel Inn,"16,388",Los_Angeles_California,3.5,30,Free Wifi ,#136 Best Value of 941 places to stay in Los Angeles
Mid City Inn,"18,975",Los_Angeles_California,5,1,Free Wifi ,#137 Best Value of 941 places to stay in Los Angeles
Flight Motel,"18,474",Los_Angeles_California,4.5,2,Not available,#138 Best Value of 941 places to stay in Los Angeles
Travel Inn,"13,283",Los_Angeles_California,3,38,Free Wifi ,#139 Best Value of 941 places to stay in Los Angeles
Value Inn,"17,250",Los_Angeles_California,3,34,Free Wifi ,#140 Best Value of 941 places to stay in Los Angeles
Starlight Inn Valley Boulevard,"18,975",Los_Angeles_California,3,23,Free Wifi ,#141 Best Value of 941 places to stay in Los Angeles
Golden West Manor Motel,"14,607",Los_Angeles_California,3,24,Free Wifi ,#142 Best Value of 941 places to stay in Los Angeles
Comet Motel,"15,525",Los_Angeles_California,2,6,Free Wifi ,#143 Best Value of 941 places to stay in Los Angeles
Americas Best Value Inn Los Angeles at S Alvarado St,"19,975",Los_Angeles_California,2,64,Free Wifi ,#144 Best Value of 941 places to stay in Los Angeles
Hyland Motel Van Nuys,"18,975",Los_Angeles_California,2,24,Free Wifi ,#145 Best Value of 941 places to stay in Los Angeles
